area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
US000,0,10,10,0,2022,1,,11299030,145509278,147086687,147648359,2621223948846,1031716889506,18528086623,1374,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,643579,6.0,7082675,5.1,7700895,5.5,7058400,5.0,285563673559,12.2,104157954733,11.2,290805193,1.6,86,6.7
US000,1,10,11,0,2022,1,,60919,2858977,2857261,2851962,60809101645,0,0,1638,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-433,-0.7,-7598,-0.3,-10790,-0.4,-15682,-0.5,1920295474,3.3,0,0.0,0,0.0,58,3.7
US000,1,11,14,0,2022,1,,74,2893,2857,2989,51027729,0,0,1347,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0,0.0,16,0.6,-9,-0.3,40,1.4,1759290,3.6,0,0.0,0,0.0,39,3.0
US000,1,22,14,0,2022,1,,164,11378,11309,11348,380516157,0,0,2580,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,5,3.1,-50,-0.4,-127,-1.1,-120,-1.0,11073928,3.0,0,0.0,0,0.0,97,3.9
US000,1,23,14,0,2022,1,,1,5,5,4,216404,0,0,3567,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,85344,65.1,0,0.0,0,0.0,1407,65.1
US000,1,31-33,14,0,2022,1,,57,49041,48924,48842,1019830296,0,0,1603,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,9,18.8,-1683,-3.3,-1793,-3.5,-1839,-3.6,-11718984,-1.1,0,0.0,0,0.0,38,2.4
US000,1,44-45,14,0,2022,1,,712,39454,40854,40707,338480956,0,0,645,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,34,5.0,-3683,-8.5,-2252,-5.2,-2194,-5.1,-570617,-0.2,0,0.0,0,0.0,39,6.4
US000,1,48-49,14,0,2022,1,,29270,622543,621164,619671,10040360151,0,0,1243,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-193,-0.7,7397,1.2,1768,0.3,2323,0.4,305025577,3.1,0,0.0,0,0.0,30,2.5
US000,1,51,14,0,2022,1,,138,6463,6470,6472,131830589,0,0,1568,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,9,7.0,-124,-1.9,-79,-1.2,-73,-1.1,2097397,1.6,0,0.0,0,0.0,47,3.1
US000,1,52,14,0,2022,1,,757,12359,12573,12467,387565243,0,0,2391,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-5,-0.7,-78,-0.6,248,2.0,320,2.6,11654004,3.1,0,0.0,0,0.0,41,1.7
US000,1,53,14,0,2022,1,,7,19,20,18,99063,0,0,401,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0,0.0,-10,-34.5,-10,-33.3,-13,-41.9,-64576,-39.5,0,0.0,0,0.0,-19,-4.5
US000,1,54,14,0,2022,1,,1295,66883,66532,66522,1480268753,0,0,1709,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-10,-0.8,-588,-0.9,-877,-1.3,-912,-1.4,21899703,1.5,0,0.0,0,0.0,46,2.8
US000,1,56,14,0,2022,1,,149,1512,1523,1523,16883665,0,0,855,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-7,-4.5,-166,-9.9,-157,-9.3,-162,-9.6,-785482,-4.4,0,0.0,0,0.0,46,5.7
US000,1,61,14,0,2022,1,,172,12401,12373,12406,246513868,0,0,1530,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0,0.0,-329,-2.6,-300,-2.4,-340,-2.7,4712045,1.9,0,0.0,0,0.0,67,4.6
US000,1,62,14,0,2022,1,,1228,411669,411387,411218,8808375171,0,0,1647,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,5,0.4,-5049,-1.2,-6188,-1.5,-7645,-1.8,239646150,2.8,0,0.0,0,0.0,69,4.4
US000,1,71,14,0,2022,1,,1107,33737,33785,34483,497785908,0,0,1126,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-4,-0.4,-13,0.0,-35,-0.1,302,0.9,18538826,3.9,0,0.0,0,0.0,39,3.6
US000,1,72,14,0,2022,1,,394,6953,6956,6983,52555027,0,0,581,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-8,-2.0,-914,-11.6,-1031,-12.9,-929,-11.7,-782077,-1.5,0,0.0,0,0.0,63,12.2
US000,1,81,14,0,2022,1,,161,4769,4775,4782,69049288,0,0,1112,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,2,1.3,25,0.5,2,0.0,11,0.2,4233429,6.5,0,0.0,0,0.0,65,6.2
US000,1,92,14,0,2022,1,,25226,1576897,1575753,1571526,37287719739,0,0,1821,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,-270,-1.1,-2348,-0.1,51,0.0,-4449,-0.3,1313537531,3.7,0,0.0,0,0.0,66,3.8
US000,1,99,14,0,2022,1,,7,1,1,1,23638,0,0,1818,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0,0.0,-1,-50.0,-1,-50.0,-2,-66.7,-46014,-66.1,0,0.0,0,0.0,-478,-20.8
US000,2,10,11,0,2022,1,,70521,4455764,4529071,4533789,78911126398,2705456981,5331927,1347,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,465,0.7,-44949,-1.0,-37886,-0.8,-43301,-0.9,4290938333,5.8,104331715,4.0,-4922962,-48.0,85,6.7
US000,2,11,14,0,2022,1,,140,1825,1837,1855,20836719,102285,996,872,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,0.7,-157,-7.9,-149,-7.5,-139,-7.0,185673,0.9,20055,24.4,-125,-11.2,73,9.1
US000,2,22,14,0,2022,1,,59,3699,3695,3688,91112400,9353902,83055,1897,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-1.7,-22,-0.6,-25,-0.7,-38,-1.0,819391,0.9,213552,2.3,-1806,-2.1,31,1.7
US000,2,23,14,0,2022,1,,1749,71311,71193,70878,1053674703,63444603,150593,1140,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,28,1.6,-1397,-1.9,-1513,-2.1,-1596,-2.2,-86080,0.0,376251,0.6,-63554,-29.7,24,2.2
US000,2,31-33,14,0,2022,1,,24,625,630,630,9848161,0,0,1206,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0,0.0,1,0.2,8,1.3,7,1.1,782406,8.6,0,0.0,0,0.0,87,7.8
US000,2,44-45,14,0,2022,1,,430,8126,7730,7689,61543128,152529,885,603,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-11,-2.5,-135,-1.6,-41,-0.5,-94,-1.2,-7634626,-11.0,114282,298.8,755,580.8,-67,-10.0
US000,2,48-49,14,0,2022,1,,476,40388,40313,40206,755929537,20068578,137377,1443,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.4,-932,-2.3,-883,-2.1,-824,-2.0,32706557,4.5,1187252,6.3,-19669,-12.5,92,6.8
US000,2,51,14,0,2022,1,,312,6010,5997,6027,78395400,1690439,21915,1003,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-12,-3.7,12,0.2,33,0.6,53,0.9,2446640,3.2,-211303,-11.1,11860,118.0,26,2.7
US000,2,52,14,0,2022,1,,96,11720,11662,11640,241952479,7899465,35113,1594,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,4.3,-156,-1.3,-223,-1.9,-225,-1.9,9965199,4.3,219486,2.9,-16116,-31.5,91,6.1
US000,2,53,14,0,2022,1,,27,558,561,562,8373931,4522778,69310,1150,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,3.8,7,1.3,4,0.7,0,0.0,23682,0.3,-1159020,-20.4,793,1.2,-4,-0.3
US000,2,54,14,0,2022,1,,598,25684,25760,25776,525841043,26585748,51742,1571,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,31,5.5,1182,4.8,1200,4.9,1160,4.7,41061075,8.5,1858424,7.5,-65419,-55.8,53,3.5
US000,2,56,14,0,2022,1,,545,11191,11118,11173,162219717,11530817,132046,1118,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,0.9,1096,10.9,1021,10.1,1038,10.2,28012723,20.9,-696588,-5.7,1155,0.9,97,9.5
US000,2,61,14,0,2022,1,,7964,1879311,1951937,1956606,33605183752,1011418139,1040034,1340,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-13,-0.2,9513,0.5,15848,0.8,12926,0.7,1415941695,4.4,499277,0.0,-1444626,-58.1,48,3.7
US000,2,62,14,0,2022,1,,6796,634554,635446,635738,11465044864,222441739,316064,1388,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,94,1.4,-13345,-2.1,-12475,-1.9,-12018,-1.9,958915020,9.1,47363336,27.1,-392970,-55.4,141,11.3
US000,2,71,14,0,2022,1,,908,15260,15370,15554,167998188,13949027,380213,839,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-0.7,727,5.0,840,5.8,807,5.5,13246712,8.6,1595334,12.9,-3284,-0.9,24,2.9
US000,2,72,14,0,2022,1,,13,529,519,535,2661646,21785,87,388,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,85,19.1,68,15.1,47,9.6,598847,29.0,-2458,-10.1,-39,-31.0,44,12.8
US000,2,81,14,0,2022,1,,176,3628,3762,3657,43555751,4463568,29899,910,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,2.3,541,17.5,682,22.1,563,18.2,205771,0.5,138008,3.2,-6047,-16.8,-170,-15.7
US000,2,92,14,0,2022,1,,50138,1741252,1741444,1741480,30615945367,1307811579,2882598,1352,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,299,0.6,-42036,-2.4,-42348,-2.4,-45035,-2.5,1792978316,6.2,52861665,4.2,-2923344,-50.4,110,8.9
US000,2,99,14,0,2022,1,,70,93,97,95,1009612,0,0,817,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,39,125.8,67,257.7,67,223.3,67,239.3,769332,320.2,-45838,-100.0,-526,-100.0,157,23.8
US000,3,10,11,0,2022,1,,171349,13950553,14060569,14110178,203367757065,10397617413,84045589,1114,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,362,0.2,339396,2.5,365421,2.7,337974,2.5,13426601037,7.1,627797255,6.4,-22337443,-21.0,47,4.4
US000,3,11,14,0,2022,1,,64,819,825,882,9694760,5118845,83021,886,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-1.5,-64,-7.2,-63,-7.1,-15,-1.7,545437,6.0,656451,14.7,14843,21.8,95,12.0
US000,3,21,14,0,2022,1,,6,267,266,269,4673967,1201984,18911,1345,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-11,-4.0,-3,-1.1,-1,-0.4,535261,12.9,-18590,-1.5,-11122,-37.0,176,15.1
US000,3,22,14,0,2022,1,,8380,242657,242573,242937,4815330961,390112929,2758603,1526,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-22,-0.3,-1442,-0.6,-1231,-0.5,-964,-0.4,218412126,4.8,6746668,1.8,-1540197,-35.8,76,5.2
US000,3,23,14,0,2022,1,,4271,102643,102466,102512,1480100059,109290492,1002372,1110,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-11,-0.3,75,0.1,-173,-0.2,-40,0.0,77086638,5.5,5183055,5.0,-359473,-26.4,58,5.5
US000,3,31-33,14,0,2022,1,,44,1564,1587,1577,21660665,7973107,141099,1057,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,7.3,92,6.2,131,9.0,141,9.8,3879629,21.8,1176989,17.3,-192138,-57.7,117,12.4
US000,3,42,14,0,2022,1,,40,303,295,297,5235285,3325662,21247,1350,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,2.6,-7,-2.3,-11,-3.6,-10,-3.3,326930,6.7,75122,2.3,8165,62.4,123,10.0
US000,3,44-45,14,0,2022,1,,684,8925,9043,9053,66601319,29410038,255689,569,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.3,51,0.6,244,2.8,208,2.4,5117662,8.3,2046178,7.5,-49883,-16.3,34,6.4
